A1BG	0.992813885693054
A1CF	0.994920879865292
A2BP1	1
A2M	0.962971330944787
A2ML1	0.999940327604866
A4GALT	0.999940205197949
A4GNT	0.991188192490138
AAAS	0.343479016427961
AACS	0.0428635323591193
AADAC	0.0668576205372949
AADACL2	0.995853827353771
AADACL3	0.999895262531508
AADACL4	0.987100630894203
AADAT	0.991703636873832
AAGAB	0.129380809157121
AAK1	0.792080384529269
AAMP	0.0478947549383441
AANAT	0.999999463801288
AARS	0.933223406579263
AARS2	0.535129563936998
AARSD1	0.973505511926097
AASDH	0.35023277686658
AASDHPPT	0.677041569976932
AASS	0.528142629770712
AATF	0.599574270168811
AATK	0.937712207011228
ABAT	0.998982801165305
ABCA1	0.976611165775153
ABCA10	0.999898224885591
ABCA11P	0.27663140624925
ABCA12	0.899277920309614
ABCA13	0.999959717054895
ABCA17P	1
ABCA2	0.863266829047378
ABCA3	0.987120275777663
ABCA4	0.99999999743889
ABCA5	0.999924153039817
ABCA6	0.995431158708348
ABCA7	0.975064345761347
ABCA8	0.999999999312274
ABCA9	0.998114672980835
ABCB1	0.54560141195754
ABCB10	1
ABCB11	0.996440766290828
ABCB4	0.92521847997502
ABCB5	0.999999999630336
ABCB6	0.480704581861084
ABCB7	0.993391437174235
ABCB8	0.21638137618794
ABCB9	0.618302920631438
ABCC1	0.939628091346952
ABCC10	0.8765511907411
ABCC11	0.527284723444309
ABCC12	0.999999982438916
ABCC2	0.858107961239126
ABCC3	0.86660326893343
ABCC4	0.369708345620675
ABCC5	0.0547571787710793
ABCC6	0.999999999999575
ABCC8	0.965849716556914
ABCC9	0.990153266069589
ABCD1	0.999956933321779
ABCD2	0.999997485725409
ABCD3	0.543579847858428
ABCD4	0.906957756752518
ABCE1	0.749834306604969
ABCF1	0.0589377761756443
ABCF2	0.240199716532737
ABCF3	0.0219898039889774
ABCG1	0.941139821895445
ABCG2	0.70294009573318
ABCG4	0.841739168997183
ABCG5	1
ABCG8	0.204954721858452
ABHD1	0.997555183826824
ABHD10	0.301308991303205
ABHD11	0.969838631174007
ABHD12	0.454454367776796
ABHD12B	1
ABHD13	0.373185184053439
ABHD14A	0.797318571806848
ABHD14B	1
ABHD15	0.999828198316988
ABHD2	0.99995898717243
ABHD3	0.59676146741739
ABHD4	0.689389586414911
ABHD5	0.996142682418057
ABHD6	0.985045718153071
ABHD8	0.558887063695088
ABI1	0.706540624996272
ABI2	0.158669775888466
ABI3	0.994333194890962
ABI3BP	0.937727369075696
ABL1	0.624324789818493
ABL2	0.919273854534903
ABLIM1	0.776984839104741
ABLIM2	0.726797144769591
ABLIM3	0.933213388482575
ABO	1
ABP1	0.986385770038702
ABR	0.90073527106969
ABRA	0.727527270087328
ABT1	0.751768808623054
ABTB1	0.97567520382291
ABTB2	0.201718966386633
ACAA1	1
ACAA2	0.999713684635323
ACACA	0.801279518976554
ACACB	0.96588707029967
ACAD10	0.660562405949938
ACAD11	0.938405628717373
ACAD8	0.339414383611464
ACAD9	0.939413325164742
ACADL	0.996125864574192
